DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"141259",141259,MiniPAT,2015-10-14 10:28:45,GPE,,42.50000000,-68.20703125,,1583460,71078,0,611160,0,6.576335,187.425598,
"141259",141259,MiniPAT,2015-10-14 22:36:15,GPE,,45.00000000,-68.83477783,,1527900,58991,0,611160,0,7.187680,197.661194,
"141259",141259,MiniPAT,2015-10-15 22:26:15,GPE,,49.00000000,-68.13253784,,1416780,16835,0,500040,0,7.660483,195.342300,
"141259",141259,MiniPAT,2015-10-16 10:18:45,GPE,,45.00000000,-68.86937714,,1277880,46343,0,333360,0,5.939810,136.615601,
"141259",141259,MiniPAT,2015-10-16 22:23:45,GPE,,41.50000000,-68.65264893,,972300,27293,0,277800,0,4.177783,73.111214,
"141259",141259,MiniPAT,2015-10-17 10:31:15,GPE,,45.50000000,-68.34464264,,1111200,38261,0,222240,0,5.211514,104.230301,
"141259",141259,MiniPAT,2015-10-17 22:22:30,GPE,,40.00000000,-67.90588379,,1027860,20218,0,277800,0,5.198330,96.169113,
"141259",141259,MiniPAT,2015-10-18 22:27:30,GPE,,39.50000000,-66.26248169,,1138980,224845,0,500040,0,6.580664,134.903595,
"141259",141259,MiniPAT,2015-10-19 10:20:00,GPE,,41.00000000,-65.87756348,,722280,54624,0,,,2.973845,38.659988,
"141259",141259,MiniPAT,2015-10-22 10:50:00,GPE,,35.00000000,-62.39429092,,1000080,18205,0,333360,0,5.068549,91.233879,
"141259",141259,MiniPAT,2015-10-22 21:58:45,GPE,,56.00000000,-66.92434692,,861180,29933,0,277800,0,8.160351,126.485397,
"141259",141259,MiniPAT,2015-10-24 10:53:45,GPE,,47.50000000,-64.40869141,,500040,81577,0,,,1.703532,15.331790,
"141259",141259,MiniPAT,2015-10-26 21:22:30,GPE,,64.00000000,-61.72565079,,611160,108763,0,333360,0,11.816610,129.982697,
"141259",141259,MiniPAT,2015-10-27 10:47:30,GPE,,48.50000000,-65.64779663,,472260,30002,0,55560,0,2.978637,25.318420,
"141259",141259,MiniPAT,2015-10-28 10:33:45,GPE,,53.50000000,-64.55048370,,888960,218300,0,777840,0,9.805714,156.891403,
"141259",141259,MiniPAT,2015-10-28 21:31:15,GPE,,54.50000000,-66.11535645,,805620,115395,0,388920,0,8.564416,124.183998,
"141259",141259,MiniPAT,2015-10-29 10:31:15,GPE,,61.00000000,-62.70183945,,666720,22760,0,333360,0,11.613630,139.363602,
"141259",141259,MiniPAT,2015-10-30 21:35:00,GPE,,44.50000000,-61.56018066,,750060,15851,0,500040,0,9.097577,122.817299,
"141259",141259,MiniPAT,2015-10-31 10:11:15,GPE,,48.50000000,-60.49747086,,888960,69369,0,777840,0,11.492910,183.886597,
"141259",141259,MiniPAT,2015-10-31 21:25:00,GPE,,50.00000000,-61.47293091,,888960,131020,0,777840,0,11.963310,191.412994,
"141259",141259,MiniPAT,2015-11-01 10:35:00,GPE,,55.00000000,-57.09225082,,583380,19482,0,166680,0,7.205104,75.653587,
"141259",141259,MiniPAT,2015-11-01 21:01:15,GPE,,54.50000000,-57.82590103,,472260,91643,0,55560,0,5.212449,44.305809,
"141259",141259,MiniPAT,2015-11-02 10:32:30,GPE,,48.00000000,-60.75970078,,611160,194576,0,333360,0,7.386387,81.250259,
