; Created by WC-DAP 3.0.400

Index,DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,Time Offset,Count,InitLocQ,InitTime,InitLat,InitLon,Deepest,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
,"141259",141259,,Transmission,MiniPAT,13-Oct-2015,14:00:00,,,,,,,,,,,Begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"141259",141259,,Transmission,MiniPAT,10-Apr-2016,20:00:00,,,Argos-3,2016-04-11 18:30:59,40.1650,-36.2374,,,,,End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"141259",141259,,Transmission,MiniPAT,14-Oct-2015,09:55:00,,4,,,,,,10:00:00 14-Oct-2015,0,15.1,Dawn,450,16,48,,,0,,7105,70,,80,,86,,104,,119,,127,,141,,139,,145,,,,,,
1,"141259",141259,,Transmission,MiniPAT,14-Oct-2015,22:02:30,,4,,,,,,10:00:00 14-Oct-2015,0,15.1,Dusk,450,16,16,,,0,,20094,148,,138,,121,,107,,95,,78,,60,,52,,48,,,,,,
2,"141259",141259,,Transmission,MiniPAT,15-Oct-2015,09:56:15,,3,,,,,86,10:00:00 15-Oct-2015,0,14.6,Dawn,450,16,16,,,0,,12254,69,,84,,101,,108,,131,,142,,157,,159,,163,,,,,,
3,"141259",141259,,Transmission,MiniPAT,15-Oct-2015,21:52:30,,3,,,,,,10:00:00 15-Oct-2015,0,14.6,Dusk,450,16,16,,,0,,41788,156,,145,,134,,121,,109,,92,,78,,62,,53,,,,,,
4,"141259",141259,,Transmission,MiniPAT,16-Oct-2015,09:45:00,,4,,,,,,05:00:00 16-Oct-2015,0,14.7,Dawn,450,16,16,,,0,,57755,61,,72,,84,,96,,110,,125,,139,,149,,160,,,,,,
5,"141259",141259,,Transmission,MiniPAT,16-Oct-2015,21:50:00,,4,,,,,,05:00:00 16-Oct-2015,0,14.7,Dusk,450,16,48,,,0,,27614,157,,151,,121,,126,,115,,89,,67,,55,,49,,,,,,
6,"141259",141259,,Transmission,MiniPAT,17-Oct-2015,09:57:30,,5,,,,,34,07:00:00 17-Oct-2015,0,14.2,Dawn,450,16,16,,,0,,45659,74,,88,,97,,114,,124,,134,,148,,153,,157,,,,,,
7,"141259",141259,,Transmission,MiniPAT,17-Oct-2015,21:48:45,,5,,,,,75,07:00:00 17-Oct-2015,0,14.2,Dusk,450,16,16,,,0,,55253,145,,140,,128,,115,,94,,81,,71,,48,,45,,,,,,
8,"141259",141259,,Transmission,MiniPAT,18-Oct-2015,09:52:30,,4,,,,,75,03:00:00 18-Oct-2015,0,14.6,Dawn,450,16,16,,,0,,16962,59,,74,,87,,100,,117,,135,,144,,141,,152,,,,,,
9,"141259",141259,,Transmission,MiniPAT,18-Oct-2015,21:53:45,,4,,,,,,03:00:00 18-Oct-2015,0,14.6,Dusk,450,16,16,,,0,,55237,147,,133,,117,,102,,87,,76,,65,,56,,52,,,,,,
10,"141259",141259,,Transmission,MiniPAT,19-Oct-2015,09:46:15,,5,,,,,,09:00:00 19-Oct-2015,0,13.6,Dawn,450,16,16,,,0,,21872,62,,74,,87,,102,,117,,132,,143,,149,,155,,,,,,
11,"141259",141259,,Transmission,MiniPAT,19-Oct-2015,21:37:30,,5,,,,,,09:00:00 19-Oct-2015,0,13.6,Dusk,450,16,16,,,0,,46096,158,,151,,141,,127,,112,,100,,86,,74,,49,,,,,,
